orderID,productID,unitPrice,quantity,discount
"10,330 ",26,24.9,50,0.15
"10,330 ",72,27.8,25,0.15
"10,331 ",54,5.9,15,0
"10,332 ",18,50,40,0.2
"10,332 ",42,11.2,10,0.2
"10,332 ",47,7.6,16,0.2
"10,333 ",14,18.6,10,0
"10,333 ",21,8,10,0.1
"10,333 ",71,17.2,40,0.1
"10,334 ",52,5.6,8,0
"10,334 ",68,10,10,0
"10,335 ",2,15.2,7,0.2
"10,335 ",31,10,25,0.2
"10,335 ",32,25.6,6,0.2
"10,335 ",51,42.4,48,0.2
"10,336 ",4,17.6,18,0.1
"10,337 ",23,7.2,40,0
"10,337 ",26,24.9,24,0
"10,337 ",36,15.2,20,0
"10,337 ",37,20.8,28,0
"10,337 ",72,27.8,25,0
"10,338 ",17,31.2,20,0
"10,338 ",30,20.7,15,0
"10,339 ",4,17.6,10,0
"10,339 ",17,31.2,70,0.05
"10,339 ",62,39.4,28,0
"10,340 ",18,50,20,0.05
"10,340 ",41,7.7,12,0.05
"10,340 ",43,36.8,40,0.05
"10,341 ",33,2,8,0
"10,341 ",59,44,9,0.15
"10,342 ",2,15.2,24,0.2
"10,342 ",31,10,56,0.2
"10,342 ",36,15.2,40,0.2
"10,342 ",55,19.2,40,0.2
"10,343 ",64,26.6,50,0
"10,343 ",68,10,4,0.05
"10,343 ",76,14.4,15,0
"10,344 ",4,17.6,35,0
"10,344 ",8,32,70,0.25
"10,345 ",8,32,70,0
"10,345 ",19,7.3,80,0
"10,345 ",42,11.2,9,0
"10,346 ",17,31.2,36,0.1
"10,346 ",56,30.4,20,0
"10,347 ",25,11.2,10,0
"10,347 ",39,14.4,50,0.15
"10,347 ",40,14.7,4,0
"10,347 ",75,6.2,6,0.15
"10,348 ",1,14.4,15,0.15
"10,348 ",23,7.2,25,0
"10,349 ",54,5.9,24,0
"10,350 ",50,13,15,0.1
"10,350 ",69,28.8,18,0.1
"10,351 ",38,210.8,20,0.05
"10,351 ",41,7.7,13,0
"10,351 ",44,15.5,77,0.05
"10,351 ",65,16.8,10,0.05
"10,352 ",24,3.6,10,0
"10,352 ",54,5.9,20,0.15
"10,353 ",11,16.8,12,0.2
"10,353 ",38,210.8,50,0.2
"10,354 ",1,14.4,12,0
"10,354 ",29,99,4,0
"10,355 ",24,3.6,25,0
"10,355 ",57,15.6,25,0
"10,356 ",31,10,30,0
"10,356 ",55,19.2,12,0
"10,356 ",69,28.8,20,0
"10,357 ",10,24.8,30,0.2
"10,357 ",26,24.9,16,0
"10,357 ",60,27.2,8,0.2
"10,358 ",24,3.6,10,0.05
"10,358 ",34,11.2,10,0.05
"10,358 ",36,15.2,20,0.05
"10,359 ",16,13.9,56,0.05
"10,359 ",31,10,70,0.05
"10,359 ",60,27.2,80,0.05
"10,360 ",28,36.4,30,0
"10,360 ",29,99,35,0
"10,360 ",38,210.8,10,0
"10,360 ",49,16,35,0
"10,360 ",54,5.9,28,0
"10,361 ",39,14.4,54,0.1
"10,361 ",60,27.2,55,0.1
"10,362 ",25,11.2,50,0
"10,362 ",51,42.4,20,0
"10,362 ",54,5.9,24,0
"10,363 ",31,10,20,0
"10,363 ",75,6.2,12,0
"10,363 ",76,14.4,12,0
"10,364 ",69,28.8,30,0
"10,364 ",71,17.2,5,0
"10,365 ",11,16.8,24,0
"10,366 ",65,16.8,5,0
"10,366 ",77,10.4,5,0
"10,367 ",34,11.2,36,0
"10,367 ",54,5.9,18,0
"10,367 ",65,16.8,15,0
"10,367 ",77,10.4,7,0
"10,368 ",21,8,5,0.1
"10,368 ",28,36.4,13,0.1
"10,368 ",57,15.6,25,0
"10,368 ",64,26.6,35,0.1
"10,369 ",29,99,20,0
"10,369 ",56,30.4,18,0.25
"10,370 ",1,14.4,15,0.15
"10,370 ",64,26.6,30,0
"10,370 ",74,8,20,0.15
"10,371 ",36,15.2,6,0.2
"10,372 ",20,64.8,12,0.25
"10,372 ",38,210.8,40,0.25
"10,372 ",60,27.2,70,0.25
"10,372 ",72,27.8,42,0.25
"10,373 ",58,10.6,80,0.2
"10,373 ",71,17.2,50,0.2
"10,374 ",31,10,30,0
"10,374 ",58,10.6,15,0
"10,375 ",14,18.6,15,0
"10,375 ",54,5.9,10,0
"10,376 ",31,10,42,0.05
"10,377 ",28,36.4,20,0.15
"10,377 ",39,14.4,20,0.15
"10,378 ",71,17.2,6,0
"10,379 ",41,7.7,8,0.1
"10,379 ",63,35.1,16,0.1
"10,379 ",65,16.8,20,0.1
"10,380 ",30,20.7,18,0.1
"10,380 ",53,26.2,20,0.1
"10,380 ",60,27.2,6,0.1
"10,380 ",70,12,30,0
"10,381 ",74,8,14,0
"10,382 ",5,17,32,0
"10,382 ",18,50,9,0
"10,382 ",29,99,14,0
"10,382 ",33,2,60,0
"10,382 ",74,8,50,0
"10,383 ",13,4.8,20,0
"10,383 ",50,13,15,0
"10,383 ",56,30.4,20,0
"10,384 ",20,64.8,28,0
"10,384 ",60,27.2,15,0
"10,385 ",7,24,10,0.2
"10,385 ",60,27.2,20,0.2
"10,385 ",68,10,8,0.2
"10,386 ",24,3.6,15,0
"10,386 ",34,11.2,10,0
"10,387 ",24,3.6,15,0
"10,387 ",28,36.4,6,0
"10,387 ",59,44,12,0
"10,387 ",71,17.2,15,0
"10,388 ",45,7.6,15,0.2
"10,388 ",52,5.6,20,0.2
"10,388 ",53,26.2,40,0
"10,389 ",10,24.8,16,0
"10,389 ",55,19.2,15,0
"10,389 ",62,39.4,20,0
"10,389 ",70,12,30,0
"10,390 ",31,10,60,0.1
"10,390 ",35,14.4,40,0.1
"10,390 ",46,9.6,45,0
"10,390 ",72,27.8,24,0.1
"10,391 ",13,4.8,18,0
"10,392 ",69,28.8,50,0
"10,393 ",2,15.2,25,0.25
"10,393 ",14,18.6,42,0.25
"10,393 ",25,11.2,7,0.25
"10,393 ",26,24.9,70,0.25
"10,393 ",31,10,32,0
"10,394 ",13,4.8,10,0
"10,394 ",62,39.4,10,0
"10,395 ",46,9.6,28,0.1
"10,395 ",53,26.2,70,0.1
"10,395 ",69,28.8,8,0
"10,396 ",23,7.2,40,0
"10,396 ",71,17.2,60,0
"10,396 ",72,27.8,21,0
"10,397 ",21,8,10,0.15
"10,397 ",51,42.4,18,0.15
"10,398 ",35,14.4,30,0
"10,398 ",55,19.2,120,0.1
"10,399 ",68,10,60,0
"10,399 ",71,17.2,30,0
"10,399 ",76,14.4,35,0
"10,399 ",77,10.4,14,0
"10,400 ",29,99,21,0
"10,400 ",35,14.4,35,0
"10,400 ",49,16,30,0
"10,401 ",30,20.7,18,0
"10,401 ",56,30.4,70,0
"10,401 ",65,16.8,20,0
"10,401 ",71,17.2,60,0
"10,402 ",23,7.2,60,0
"10,402 ",63,35.1,65,0
"10,403 ",16,13.9,21,0.15
"10,403 ",48,10.2,70,0.15
"10,404 ",26,24.9,30,0.05
"10,404 ",42,11.2,40,0.05
"10,404 ",49,16,30,0.05
"10,405 ",3,8,50,0
"10,406 ",1,14.4,10,0
"10,406 ",21,8,30,0.1
"10,406 ",28,36.4,42,0.1
"10,406 ",36,15.2,5,0.1
"10,406 ",40,14.7,2,0.1
"10,407 ",11,16.8,30,0
"10,407 ",69,28.8,15,0
"10,407 ",71,17.2,15,0
"10,408 ",37,20.8,10,0
"10,408 ",54,5.9,6,0
"10,408 ",62,39.4,35,0
"10,409 ",14,18.6,12,0
"10,409 ",21,8,12,0
"10,410 ",33,2,49,0
"10,410 ",59,44,16,0
"10,411 ",41,7.7,25,0.2
"10,411 ",44,15.5,40,0.2
"10,411 ",59,44,9,0.2
"10,412 ",14,18.6,20,0.1
"10,413 ",1,14.4,24,0
"10,413 ",62,39.4,40,0
"10,413 ",76,14.4,14,0
"10,414 ",19,7.3,18,0.05
"10,414 ",33,2,50,0
"10,415 ",17,31.2,2,0
"10,415 ",33,2,20,0
"10,416 ",19,7.3,20,0
"10,416 ",53,26.2,10,0
"10,416 ",57,15.6,20,0
"10,417 ",38,210.8,50,0
"10,417 ",46,9.6,2,0.25
"10,417 ",68,10,36,0.25
"10,417 ",77,10.4,35,0
"10,418 ",2,15.2,60,0
"10,418 ",47,7.6,55,0
"10,418 ",61,22.8,16,0
"10,418 ",74,8,15,0
"10,419 ",60,27.2,60,0.05
"10,419 ",69,28.8,20,0.05
"10,420 ",9,77.6,20,0.1
"10,420 ",13,4.8,2,0.1
"10,420 ",70,12,8,0.1
"10,420 ",73,12,20,0.1
"10,421 ",19,7.3,4,0.15
"10,421 ",26,24.9,30,0
"10,421 ",53,26.2,15,0.15
"10,421 ",77,10.4,10,0.15
"10,422 ",26,24.9,2,0
"10,423 ",31,10,14,0
"10,423 ",59,44,20,0
"10,424 ",35,14.4,60,0.2
"10,424 ",38,210.8,49,0.2
"10,424 ",68,10,30,0.2
"10,425 ",55,19.2,10,0.25
"10,425 ",76,14.4,20,0.25
"10,426 ",56,30.4,5,0
"10,426 ",64,26.6,7,0
"10,427 ",14,18.6,35,0
"10,428 ",46,9.6,20,0
"10,429 ",50,13,40,0
"10,429 ",63,35.1,35,0.25
"10,430 ",17,31.2,45,0.2
"10,430 ",21,8,50,0
"10,430 ",56,30.4,30,0
"10,430 ",59,44,70,0.2
"10,431 ",17,31.2,50,0.25
"10,431 ",40,14.7,50,0.25
"10,431 ",47,7.6,30,0.25
"10,432 ",26,24.9,10,0
"10,432 ",54,5.9,40,0
"10,433 ",56,30.4,28,0
"10,434 ",11,16.8,6,0
"10,434 ",76,14.4,18,0.15
"10,435 ",2,15.2,10,0
"10,435 ",22,16.8,12,0
"10,435 ",72,27.8,10,0
"10,436 ",46,9.6,5,0
"10,436 ",56,30.4,40,0.1
"10,436 ",64,26.6,30,0.1
"10,436 ",75,6.2,24,0.1
"10,437 ",53,26.2,15,0
"10,438 ",19,7.3,15,0.2
"10,438 ",34,11.2,20,0.2
"10,438 ",57,15.6,15,0.2
"10,439 ",12,30.4,15,0
"10,439 ",16,13.9,16,0
"10,439 ",64,26.6,6,0
"10,439 ",74,8,30,0
"10,440 ",2,15.2,45,0.15
"10,440 ",16,13.9,49,0.15
"10,440 ",29,99,24,0.15
"10,440 ",61,22.8,90,0.15
"10,441 ",27,35.1,50,0
"10,442 ",11,16.8,30,0
"10,442 ",54,5.9,80,0
"10,442 ",66,13.6,60,0
"10,443 ",11,16.8,6,0.2
"10,443 ",28,36.4,12,0
"10,444 ",17,31.2,10,0
"10,444 ",26,24.9,15,0
"10,444 ",35,14.4,8,0
"10,444 ",41,7.7,30,0
"10,445 ",39,14.4,6,0
"10,445 ",54,5.9,15,0
"10,446 ",19,7.3,12,0.1
"10,446 ",24,3.6,20,0.1
"10,446 ",31,10,3,0.1
"10,446 ",52,5.6,15,0.1
"10,447 ",19,7.3,40,0
"10,447 ",65,16.8,35,0
"10,447 ",71,17.2,2,0
"10,448 ",26,24.9,6,0
"10,448 ",40,14.7,20,0
"10,449 ",10,24.8,14,0
"10,449 ",52,5.6,20,0
"10,449 ",62,39.4,35,0
"10,450 ",10,24.8,20,0.2
"10,450 ",54,5.9,6,0.2
"10,451 ",55,19.2,120,0.1
"10,451 ",64,26.6,35,0.1
"10,451 ",65,16.8,28,0.1
"10,451 ",77,10.4,55,0.1
"10,452 ",28,36.4,15,0
"10,452 ",44,15.5,100,0.05
"10,453 ",48,10.2,15,0.1
"10,453 ",70,12,25,0.1
"10,454 ",16,13.9,20,0.2
"10,454 ",33,2,20,0.2
"10,454 ",46,9.6,10,0.2
"10,455 ",39,14.4,20,0
"10,455 ",53,26.2,50,0
"10,455 ",61,22.8,25,0
"10,455 ",71,17.2,30,0
"10,456 ",21,8,40,0.15
"10,456 ",49,16,21,0.15
"10,457 ",59,44,36,0
"10,458 ",26,24.9,30,0
"10,458 ",28,36.4,30,0
"10,458 ",43,36.8,20,0
"10,458 ",56,30.4,15,0
"10,458 ",71,17.2,50,0
"10,459 ",7,24,16,0.05
"10,459 ",46,9.6,20,0.05
"10,459 ",72,27.8,40,0
"10,460 ",68,10,21,0.25
"10,460 ",75,6.2,4,0.25
"10,461 ",21,8,40,0.25
"10,461 ",30,20.7,28,0.25
"10,461 ",55,19.2,60,0.25
"10,462 ",13,4.8,1,0
"10,462 ",23,7.2,21,0
"10,463 ",19,7.3,21,0
"10,463 ",42,11.2,50,0
"10,464 ",4,17.6,16,0.2
"10,464 ",43,36.8,3,0
"10,464 ",56,30.4,30,0.2
"10,464 ",60,27.2,20,0
"10,465 ",24,3.6,25,0
"10,465 ",29,99,18,0.1
"10,465 ",40,14.7,20,0
"10,465 ",45,7.6,30,0.1
"10,465 ",50,13,25,0
"10,466 ",11,16.8,10,0
"10,466 ",46,9.6,5,0
"10,467 ",24,3.6,28,0
"10,467 ",25,11.2,12,0
"10,468 ",30,20.7,8,0
"10,468 ",43,36.8,15,0
"10,469 ",2,15.2,40,0.15
"10,469 ",16,13.9,35,0.15
"10,469 ",44,15.5,2,0.15
"10,470 ",18,50,30,0
"10,470 ",23,7.2,15,0
"10,470 ",64,26.6,8,0
"10,471 ",7,24,30,0
"10,471 ",56,30.4,20,0
"10,472 ",24,3.6,80,0.05
"10,472 ",51,42.4,18,0
"10,473 ",33,2,12,0
"10,473 ",71,17.2,12,0
"10,474 ",14,18.6,12,0
"10,474 ",28,36.4,18,0
"10,474 ",40,14.7,21,0
"10,474 ",75,6.2,10,0
"10,475 ",31,10,35,0.15
"10,475 ",66,13.6,60,0.15
"10,475 ",76,14.4,42,0.15
"10,476 ",55,19.2,2,0.05
"10,476 ",70,12,12,0
"10,477 ",1,14.4,15,0
"10,477 ",21,8,21,0.25
"10,477 ",39,14.4,20,0.25
"10,478 ",10,24.8,20,0.05
"10,479 ",38,210.8,30,0
"10,479 ",53,26.2,28,0
"10,479 ",59,44,60,0
"10,479 ",64,26.6,30,0
"10,480 ",47,7.6,30,0
"10,480 ",59,44,12,0
"10,481 ",49,16,24,0
"10,481 ",60,27.2,40,0
"10,482 ",40,14.7,10,0
"10,483 ",34,11.2,35,0.05
"10,483 ",77,10.4,30,0.05
"10,484 ",21,8,14,0
"10,484 ",40,14.7,10,0
"10,484 ",51,42.4,3,0
"10,485 ",2,15.2,20,0.1
"10,485 ",3,8,20,0.1
"10,485 ",55,19.2,30,0.1
"10,485 ",70,12,60,0.1
"10,486 ",11,16.8,5,0
"10,486 ",51,42.4,25,0
"10,486 ",74,8,16,0
"10,487 ",19,7.3,5,0
"10,487 ",26,24.9,30,0
"10,487 ",54,5.9,24,0.25
"10,488 ",59,44,30,0
"10,488 ",73,12,20,0.2
"10,489 ",11,16.8,15,0.25
"10,489 ",16,13.9,18,0
"10,490 ",59,44,60,0
"10,490 ",68,10,30,0
"10,490 ",75,6.2,36,0
"10,491 ",44,15.5,15,0.15
"10,491 ",77,10.4,7,0.15
"10,492 ",25,11.2,60,0.05
"10,492 ",42,11.2,20,0.05
"10,493 ",65,16.8,15,0.1
"10,493 ",66,13.6,10,0.1
"10,493 ",69,28.8,10,0.1
"10,494 ",56,30.4,30,0
"10,495 ",23,7.2,10,0
"10,495 ",41,7.7,20,0
"10,495 ",77,10.4,5,0
"10,496 ",31,10,20,0.05
"10,497 ",56,30.4,14,0
"10,497 ",72,27.8,25,0
"10,497 ",77,10.4,25,0
"10,498 ",24,4.5,14,0
"10,498 ",40,18.4,5,0
"10,498 ",42,14,30,0
"10,499 ",28,45.6,20,0
"10,499 ",49,20,25,0
"10,500 ",15,15.5,12,0.05
"10,500 ",28,45.6,8,0.05
"10,501 ",54,7.45,20,0
"10,502 ",45,9.5,21,0
"10,502 ",53,32.8,6,0
"10,502 ",67,14,30,0
"10,503 ",14,23.25,70,0
"10,503 ",65,21.05,20,0
"10,504 ",2,19,12,0
"10,504 ",21,10,12,0
"10,504 ",53,32.8,10,0
"10,504 ",61,28.5,25,0
"10,505 ",62,49.3,3,0
"10,506 ",25,14,18,0.1
"10,506 ",70,15,14,0.1
"10,507 ",43,46,15,0.15
"10,507 ",48,12.75,15,0.15
"10,508 ",13,6,10,0
"10,508 ",39,18,10,0
"10,509 ",28,45.6,3,0
"10,510 ",29,123.79,36,0
"10,510 ",75,7.75,36,0.1
"10,511 ",4,22,50,0.15
"10,511 ",7,30,50,0.15
"10,511 ",8,40,10,0.15
"10,512 ",24,4.5,10,0.15
"10,512 ",46,12,9,0.15
"10,512 ",47,9.5,6,0.15
"10,512 ",60,34,12,0.15
"10,513 ",21,10,40,0.2
"10,513 ",32,32,50,0.2
"10,513 ",61,28.5,15,0.2
"10,514 ",20,81,39,0
"10,514 ",28,45.6,35,0
"10,514 ",56,38,70,0
"10,514 ",65,21.05,39,0
"10,514 ",75,7.75,50,0
"10,515 ",9,97,16,0.15
"10,515 ",16,17.45,50,0
"10,515 ",27,43.9,120,0
"10,515 ",33,2.5,16,0.15
"10,515 ",60,34,84,0.15
"10,516 ",18,62.5,25,0.1
"10,516 ",41,9.65,80,0.1
"10,516 ",42,14,20,0
"10,517 ",52,7,6,0
"10,517 ",59,55,4,0
"10,517 ",70,15,6,0
"10,518 ",24,4.5,5,0
"10,518 ",38,263.5,15,0
"10,518 ",44,19.45,9,0
"10,519 ",10,31,16,0.05
"10,519 ",56,38,40,0
"10,519 ",60,34,10,0.05
"10,520 ",24,4.5,8,0
"10,520 ",53,32.8,5,0
"10,521 ",35,18,3,0
"10,521 ",41,9.65,10,0
"10,521 ",68,12.5,6,0
"10,522 ",1,18,40,0.2
"10,522 ",8,40,24,0
"10,522 ",30,25.89,20,0.2
"10,522 ",40,18.4,25,0.2
"10,523 ",17,39,25,0.1
"10,523 ",20,81,15,0.1
"10,523 ",37,26,18,0.1
"10,523 ",41,9.65,6,0.1
"10,524 ",10,31,2,0
"10,524 ",30,25.89,10,0
"10,524 ",43,46,60,0
"10,524 ",54,7.45,15,0
"10,525 ",36,19,30,0
"10,525 ",40,18.4,15,0.1
"10,526 ",1,18,8,0.15
"10,526 ",13,6,10,0
"10,526 ",56,38,30,0.15
"10,527 ",4,22,50,0.1
"10,527 ",36,19,30,0.1
"10,528 ",11,21,3,0
"10,528 ",33,2.5,8,0.2
"10,528 ",72,34.8,9,0
"10,529 ",55,24,14,0
"10,529 ",68,12.5,20,0
"10,529 ",69,36,10,0
"10,530 ",17,39,40,0
"10,530 ",43,46,25,0
"10,530 ",61,28.5,20,0
"10,530 ",76,18,50,0
"10,531 ",59,55,2,0
"10,532 ",30,25.89,15,0
"10,532 ",66,17,24,0
"10,533 ",4,22,50,0.05
"10,533 ",72,34.8,24,0
"10,533 ",73,15,24,0.05
"10,534 ",30,25.89,10,0
"10,534 ",40,18.4,10,0.2
"10,534 ",54,7.45,10,0.2
"10,535 ",11,21,50,0.1
"10,535 ",40,18.4,10,0.1
"10,535 ",57,19.5,5,0.1
"10,535 ",59,55,15,0.1
"10,536 ",12,38,15,0.25
"10,536 ",31,12.5,20,0
"10,536 ",33,2.5,30,0
"10,536 ",60,34,35,0.25
"10,537 ",31,12.5,30,0
"10,537 ",51,53,6,0
"10,537 ",58,13.25,20,0
"10,537 ",72,34.8,21,0
"10,537 ",73,15,9,0
"10,538 ",70,15,7,0
"10,538 ",72,34.8,1,0
"10,539 ",13,6,8,0
"10,539 ",21,10,15,0
"10,539 ",33,2.5,15,0
"10,539 ",49,20,6,0
"10,540 ",3,10,60,0
"10,540 ",26,31.23,40,0
"10,540 ",38,263.5,30,0
"10,540 ",68,12.5,35,0
"10,541 ",24,4.5,35,0.1
"10,541 ",38,263.5,4,0.1
"10,541 ",65,21.05,36,0.1
"10,541 ",71,21.5,9,0.1
"10,542 ",11,21,15,0.05
"10,542 ",54,7.45,24,0.05
"10,543 ",12,38,30,0.15
"10,543 ",23,9,70,0.15
"10,544 ",28,45.6,7,0
"10,544 ",67,14,7,0
"10,545 ",11,21,10,0
"10,546 ",7,30,10,0
"10,546 ",35,18,30,0
"10,546 ",62,49.3,40,0
"10,547 ",32,32,24,0.15
"10,547 ",36,19,60,0
"10,548 ",34,14,10,0.25
"10,548 ",41,9.65,14,0
"10,549 ",31,12.5,55,0.15
"10,549 ",45,9.5,100,0.15
"10,549 ",51,53,48,0.15
"10,550 ",17,39,8,0.1
"10,550 ",19,9.2,10,0
"10,550 ",21,10,6,0.1
